m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,reference.1,reference.2
466,Mali,,1540,Yams,2014,5.36,5.36%,5000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2013,4.32,4.32%,711.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2013,0.87,0.87%,1086.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2012,4.46,4.46%,912.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2012,0.84,0.84%,1033.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2011,2.05,2.05%,105.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1234,Tomatoes,2011,4.08,4.08%,463.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1251,Carrots and turnips,2011,2.02,2.02%,107.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2011,10.15,10.15%,532.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1312,Bananas,2011,3.02,3.02%,318.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1318,Pineapples,2011,0.86,0.86%,94.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2011,4.24,4.24%,915.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,231,"Hen eggs in shell, fresh",2011,1.0,1%,105.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2011,1.09,1.09%,1065.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2010,2.03,2.03%,97.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1234,Tomatoes,2010,2.53,2.53%,312.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1251,Carrots and turnips,2010,2.02,2.02%,110.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2010,9.37,9.37%,543.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1312,Bananas,2010,3.02,3.02%,360.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1318,Pineapples,2010,0.81,0.81%,53.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2010,4.08,4.08%,885.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,231,"Hen eggs in shell, fresh",2010,1.02,1.02%,102.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2010,0.84,0.84%,1077.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2009,2.05,2.05%,95.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1234,Tomatoes,2009,2.52,2.52%,317.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1251,Carrots and turnips,2009,2.06,2.06%,153.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2009,11.33,11.33%,550.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1312,Bananas,2009,3.0,3%,328.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1318,Pineapples,2009,0.91,0.91%,81.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2009,4.39,4.39%,871.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,231,"Hen eggs in shell, fresh",2009,0.94,0.94%,94.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2009,0.8,0.80%,981.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2008,0.5,0.50%,452.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2008,2.09,2.09%,78.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1234,Tomatoes,2008,2.52,2.52%,290.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1251,Carrots and turnips,2008,2.13,2.13%,100.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2008,9.16,9.16%,509.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1318,Pineapples,2008,0.88,0.88%,56.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2008,4.94,4.94%,735.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,231,"Hen eggs in shell, fresh",2008,0.93,0.93%,102.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2008,1.11,1.11%,959.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2007,0.55,0.55%,413.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2007,2.05,2.05%,91.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1234,Tomatoes,2007,2.53,2.53%,281.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1251,Carrots and turnips,2007,2.31,2.31%,112.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2007,8.79,8.79%,544.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1318,Pineapples,2007,0.84,0.84%,54.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2007,5.0,5%,768.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,231,"Hen eggs in shell, fresh",2007,1.0,1%,117.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2007,0.9,0.90%,1008.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2006,0.53,0.53%,415.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2006,2.02,2.02%,92.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1234,Tomatoes,2006,2.45,2.45%,370.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1251,Carrots and turnips,2006,2.08,2.08%,86.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1253.02,"Onions and shallots, dry (excluding dehydrated)",2006,11.02,11.02%,498.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1318,Pineapples,2006,0.86,0.86%,48.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1510,Potatoes,2006,6.71,6.71%,759.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,231,"Hen eggs in shell, fresh",2006,1.0,1%,122.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2006,0.86,0.86%,978.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2005,0.42,0.42%,375.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2005,2.41,2.41%,115.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2005,0.89,0.89%,974.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2004,0.39,0.39%,350.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,1212,Cabbages,2004,1.0,1%,65.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2004,1.13,1.13%,945.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2003,0.44,0.44%,325.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2003,0.78,0.78%,938.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2002,0.43,0.43%,350.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2002,0.75,0.75%,842.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23161.02,"Rice, Milled",2002,0.9,0.90%,611.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2001,0.43,0.43%,300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2001,0.95,0.95%,820.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23161.02,"Rice, Milled",2001,1.08,1.08%,662.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,112,Maize (corn),2000,0.48,0.48%,300.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23110,Wheat and meslin flour,2000,0.78,0.78%,889.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
480,Mauritius,,23161.02,"Rice, Milled",2000,0.86,0.86%,650.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,114,Sorghum,2018,5.1,5.10%,231000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,1701,"Beans, dry",2018,4.35,4.35%,52000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,114,Sorghum,2017,4.55,4.55%,221000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,1701,"Beans, dry",2017,4.05,4.05%,48000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,112,Maize (corn),2016,3.5,3.5,506.0,,Processing,,,,Expert Opinion,"FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment"
484,Mexico,,112,Maize (corn),2016,7.3,7.3,1.673,,,,,,Expert Opinion,"FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment"
484,Mexico,,112,Maize (corn),2016,7.7,7.7,1377.0,,Storage,,,,Expert Opinion,"FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment"
484,Mexico,,112,Maize (corn),2016,1.5,1.5,263.0,,,,,,Expert Opinion,ESS,ESS,ESS
484,Mexico,,114,Sorghum,2016,4.75,4.75%,238000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,1234,Tomatoes,2016,7.6,7.6,194271.0,,Wholesale,,,,Expert Opinion,ESS,ESS,ESS
484,Mexico,,1234,Tomatoes,2016,10.3,10.3,331807.0,,Harvest,,,,Expert Opinion,ESS,ESS,ESS
484,Mexico,,1234,Tomatoes,2016,13.9,13.9,400859.0,,,,,,Expert Opinion,ESS,ESS,ESS
484,Mexico,,1701,"Beans, dry",2016,8.0,8,94085.0,,Harvest,,,,Expert Opinion,"FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment"
484,Mexico,,1701,"Beans, dry",2016,13.3,13.3,34087.0,,Processing,,,,Expert Opinion,"FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment"
484,Mexico,,1701,"Beans, dry",2016,2.1,2.1,21382.0,,Stacking,,,,Expert Opinion,"FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment"
484,Mexico,,1701,"Beans, dry",2016,0.8,0.8,5750.0,,Storage,,,,Expert Opinion,"FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment","FAO Technical Assistance Project TCP/MEX/3601/C1- TCPF; Stakeholder meetings, rapid assessment"
484,Mexico,,1701,"Beans, dry",2016,3.86,3.86%,42000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,114,Sorghum,2015,4.58,4.58%,238000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,1701,"Beans, dry",2015,4.33,4.33%,42000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,114,Sorghum,2014,3.12,3.12%,262000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,1701,"Beans, dry",2014,4.0,4%,51000.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
484,Mexico,,1235,"Pumpkins, squash and gourds",2013,14.65,14.65,39181.0,,Whole supply chain,,,,Case Study,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2014,Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2015
484,Mexico,,111,Wheat,2011,1.0,1,,,Whole supply chain,,,,,,,
484,Mexico,,112,Maize (corn),2011,4.2,4.2,,,Whole supply chain,,,,,,,
484,Mexico,,112,Maize (corn),2011,1.1,1.1,,,Whole supply chain,,,,,,,
484,Mexico,,113,Rice,2011,1.0,1,,,Whole supply chain,,,,,,,
484,Mexico,,114,Sorghum,2011,1.5,1.5,,,Whole supply chain,,,,,,,
484,Mexico,,115,Barley,2011,15.0,15,,,Whole supply chain,,,,,,,
484,Mexico,,1221,Watermelons,2011,0.42,0.42,,,Whole supply chain,,,,,,,
484,Mexico,,1311,Avocados,2011,3.9,3.9,,,Whole supply chain,,,,,,,
484,Mexico,,1312,Bananas,2011,0.45,0.45,,,Whole supply chain,,,,,,,
484,Mexico,,1316,"Mangoes, guavas and mangosteens",2011,0.17,0.17,,,Whole supply chain,,,,,,,
484,Mexico,,1317,Papayas,2011,0.023,0.023,,,Whole supply chain,,,,,,,
484,Mexico,,1318,Pineapples,2011,9.9,9.9,,,Whole supply chain,,,,,,,
484,Mexico,,1322,Lemons and limes,2011,0.65,0.65,,,Whole supply chain,,,,,,,
484,Mexico,,1323,Oranges,2011,0.76,0.76,,,Whole supply chain,,,,,,,
484,Mexico,,141,Soya beans,2011,1.7,1.7,,,Whole supply chain,,,,,,,
496,Mongolia,,111,Wheat,2018,1.58,1.58%,6899.0,,Whole supply chain,,,,FAO's annual Agriculture Production Questionnaires,FAO Sources,FAO Sources,FAO Sources
